1555,1520,1900
1553,1518,1900
1551,1515,1900
1549,1513,1900
1547,1511,1900
1545,1509,1900
1543,1506,1900
1542,1504,1900
1540,1502,1900
1538,1500,1900
1536,1497,1900
1534,1495,1900
1532,1493,1900
1530,1491,1900
1528,1488,1900
1526,1486,1900
1524,1484,1900
1522,1482,1900
1520,1479,1900
1518,1477,1900
1515,1475,1900
1513,1473,1900
1511,1471,1900
1509,1468,1900
1507,1466,1900
1505,1464,1900
1503,1462,1900
1501,1460,1900
1499,1457,1900
1497,1455,1900
1495,1453,1900
1493,1451,1900
1491,1449,1900
1489,1446,1900
1487,1444,1900
1485,1442,1900
1483,1440,1900
1480,1438,1900
1478,1435,1900
1476,1433,1900
1474,1431,1900
1472,1429,1900
1470,1427,1900
1468,1425,1900
1466,1422,1900
1464,1420,1900
1462,1418,1900
1459,1416,1900
1457,1414,1900
1455,1412,1900
1453,1410,1900
1451,1407,1900
1449,1405,1900
1447,1403,1900
1445,1401,1900
1442,1399,1900
1440,1397,1900
1438,1395,1900
1436,1392,1900
1434,1390,1900
1432,1388,1900
1433,1387,1900
1434,1386,1900
1435,1384,1900
1436,1383,1900
1437,1382,1900
1439,1380,1900
1440,1379,1900
1441,1378,1900
1442,1377,1900
1443,1375,1900
1444,1374,1900
1445,1373,1900
1446,1372,1900
1447,1370,1900
1448,1369,1900
1449,1368,1900
1451,1367,1900
1452,1366,1900
1453,1364,1900
1454,1363,1900
1455,1362,1900
1456,1361,1900
1457,1360,1900
1458,1358,1900
1459,1357,1900
1460,1356,1900
1461,1355,1900
1462,1354,1900
1463,1353,1900
1464,1352,1900
1465,1350,1900
1466,1349,1900
1466,1348,1900
1467,1347,1900
1468,1346,1900
1469,1345,1900
1470,1344,1900
1471,1343,1900
1472,1342,1900
1473,1341,1900
1474,1339,1900
1475,1338,1900
1475,1337,1900
1476,1336,1900
1477,1335,1900
1478,1334,1900
1479,1333,1900
1480,1332,1900
1480,1331,1900
1481,1330,1900
1482,1329,1900
1483,1328,1900
1484,1327,1900
1484,1326,1900
1485,1325,1900
1486,1324,1900
1487,1323,1900
1488,1322,1900
1488,1321,1900
1489,1320,1900
1492,1323,1900
1494,1325,1900
1497,1328,1900
1499,1331,1900
1502,1333,1900
1504,1336,1900
1507,1338,1900
1509,1341,1900
1512,1343,1900
1514,1346,1900
1517,1348,1900
1519,1351,1900
1522,1354,1900
1524,1356,1900
1527,1359,1900
1529,1361,1900
1532,1364,1900
1535,1366,1900
1537,1369,1900
1540,1371,1900
1542,1374,1900
1545,1377,1900
1547,1379,1900
1550,1382,1900
1552,1384,1900
1555,1387,1900
1557,1389,1900
1560,1392,1900
1562,1395,1900
1565,1397,1900
1567,1400,1900
1570,1402,1900
1572,1405,1900
1575,1407,1900
1577,1410,1900
1580,1413,1900
1582,1415,1900
1585,1418,1900
1587,1420,1900
1590,1423,1900
1592,1425,1900
1594,1428,1900
1597,1431,1900
1599,1433,1900
1602,1436,1900
1604,1438,1900
1607,1441,1900
1609,1443,1900
1612,1446,1900
1614,1449,1900
1617,1451,1900
1619,1454,1900
1621,1456,1900
1624,1459,1900
1626,1461,1900
1629,1464,1900
1631,1466,1900
1633,1469,1900
1636,1472,1900
1638,1474,1900
1637,1475,1900
1636,1475,1900
1634,1476,1900
1633,1476,1900
1632,1477,1900
1631,1477,1900
1629,1478,1900
1628,1478,1900
1627,1479,1900
1625,1480,1900
1624,1480,1900
1623,1481,1900
1622,1481,1900
1620,1482,1900
1619,1483,1900
1618,1483,1900
1616,1484,1900
1615,1484,1900
1614,1485,1900
1612,1486,1900
1611,1487,1900
1610,1487,1900
1608,1488,1900
1607,1489,1900
1606,1489,1900
1604,1490,1900
1603,1491,1900
1601,1491,1900
1600,1492,1900
1599,1493,1900
1597,1494,1900
1596,1495,1900
1594,1495,1900
1593,1496,1900
1592,1497,1900
1590,1498,1900
1589,1499,1900
1587,1499,1900
1586,1500,1900
1585,1501,1900
1583,1502,1900
1582,1503,1900
1580,1504,1900
1579,1505,1900
1577,1505,1900
1576,1506,1900
1575,1507,1900
1573,1508,1900
1572,1509,1900
1570,1510,1900
1569,1511,1900
1567,1512,1900
1566,1513,1900
1564,1514,1900
1563,1515,1900
1561,1516,1900
1560,1517,1900
1558,1518,1900
