1743,2126,1900
1742,2099,1900
1741,2077,1900
1739,2057,1900
1737,2039,1900
1735,2022,1900
1733,2006,1900
1731,1991,1900
1729,1977,1900
1726,1963,1900
1723,1950,1900
1721,1937,1900
1718,1925,1900
1715,1912,1900
1711,1900,1900
1708,1889,1900
1704,1877,1900
1701,1866,1900
1697,1854,1900
1693,1844,1900
1689,1833,1900
1685,1822,1900
1680,1811,1900
1676,1801,1900
1671,1791,1900
1666,1780,1900
1661,1770,1900
1657,1760,1900
1651,1750,1900
1646,1740,1900
1641,1730,1900
1635,1721,1900
1630,1711,1900
1624,1701,1900
1618,1692,1900
1612,1682,1900
1606,1673,1900
1600,1663,1900
1594,1654,1900
1588,1645,1900
1581,1636,1900
1575,1626,1900
1568,1617,1900
1561,1608,1900
1555,1599,1900
1548,1590,1900
1541,1581,1900
1534,1572,1900
1527,1563,1900
